stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
"1","STAZIONE CENTRALE","44.5057657540716","11.3431758861234","0",""
"2","STAZIONE CENTRALE","44.5051437387807","11.3425587570757","0",""
"3","STAZIONE CENTRALE","44.5054481242236","11.3437929450212","0",""
"4","STAZIONE CENTRALE","44.5050434605776","11.3431131337897","0",""
"5","STAZIONE CENTRALE","44.5056830840234","11.3436946425275","0",""
"6","STAZIONE CENTRALE","44.5049284438364","11.3437823251683","0",""
"7","STAZIONE CENTRALE","44.5057169730481","11.3428932332151","0",""
"8","STAZIONE CENTRALE","44.5048679385747","11.3446463347838","0",""
"9","STAZIONE CENTRALE","44.505355911506","11.3427482589637","0",""
"10","PORTA GALLIERA","44.504442805503","11.3463873021933","0",""
"11","PORTA GALLIERA","44.5044916053095","11.3472431107419","0",""
"12","BORGO","44.5027643481261","11.3511747845062","0",""
"13","BORGO","44.5030056467908","11.3512607573037","0",""
"14","PORTA MASCARELLA","44.5017753042119","11.3537357520579","0",""
"16","STAZIONE CENTRALE","44.5050055317498","11.3433710605056","0",""
"17","PORTA MASCARELLA","44.5017885975379","11.3545099054418","0",""
"18","PORTA SAN DONATO","44.4975665024616","11.3565222255276","0",""
"19","PORTA SAN DONATO","44.4991210806506","11.3566611395566","0",""
"20","PORTA SAN VITALE","44.4945177714622","11.3568875493628","0",""
"21","FILOPANTI","44.4954611840074","11.3570865662504","0",""
"22","PORTA MAGGIORE","44.4918803672872","11.3571268212073","0",""
"25","PORTA SAN VITALE","44.4928546744668","11.3573773853465","0",""
"26","CARDUCCI","44.486665196658","11.3577627166476","0",""
"27","PORTA MAGGIORE","44.4909643215097","11.3576349589959","0",""
"28","PORTA SANTO STEFANO","44.4846745334121","11.3552538496983","0",""
"29","CARDUCCI","44.4882289810779","11.357919276376","0",""
"30","GIARDINI MARGHERITA","44.4850051906145","11.3523975732665","0",""
"33","PORTA SANTO STEFANO","44.4849877115543","11.3571182063509","0",""
"34","PORTA CASTIGLIONE","44.4853735574837","11.3493187819457","0",""
"35","GIARDINI MARGHERITA","44.4847837336521","11.3523863168212","0",""
"36","PARCHEGGIO STAVECO","44.4860235980339","11.3438909409933","0",""
"37","PORTA CASTIGLIONE","44.4851154332401","11.3490113309456","0",""
"38","PORTA SAN MAMOLO","44.4870325609366","11.338261170979","0",""
"41","PARCHEGGIO STAVECO","44.4856700753936","11.3450227364912","0",""
"42","ALDINI","44.4885637050794","11.3342955906073","0",""
"43","PORTA SAN MAMOLO","44.486128195836","11.3408502190719","0",""
"44","PORTA SARAGOZZA - VILLA CASSARINI","44.4900992700493","11.3303818712204","0",""
"45","PETRARCA","44.4876724482921","11.3358359768523","0",""
"46","PORTA SARAGOZZA - LICEO RIGHI","44.4921816018684","11.3293384078223","0",""
"47","PORTA SARAGOZZA - VILLA CASSARINI","44.4897365841235","11.330260520842","0",""
"49","ALDINI","44.4885714951193","11.3336120768819","0",""
"50","PORTA SANT`ISAIA","44.4955339070651","11.3282919652535","0",""
"51","PORTA SARAGOZZA - LICEO RIGHI","44.4915316110523","11.329178879122","0",""
"52","PORTA SAN FELICE","44.4998163593369","11.32812442628","0",""
"53","PORTA SANT`ISAIA","44.4934653814858","11.3284941793112","0",""
"54","PORTA LAME","44.5017573151947","11.3319951060074","0",""
"57","PORTA SANT`ISAIA","44.4953355791177","11.3279468215186","0",""
"59","VICINI","44.4965456428938","11.3275437669673","0",""
"61","PORTA SAN FELICE","44.4984158362911","11.3269963538121","0",""
"65","SILVANI","44.5005411700662","11.3289473283478","0",""
"67","PORTA LAME","44.5029411954924","11.3336996634339","0",""
"100","PIAZZA MAGGIORE","44.4943691956065","11.3436722957927","0",""
"104","RIZZOLI","44.4945724347408","11.3449487847084","0",""
"105","RIZZOLI","44.4944553164964","11.3449162757739","0",""
"108","PIAZZA MAGGIORE","44.4937305107566","11.3437202760882","0",""
"109","RIZZOLI","44.494300393018","11.3459970829369","0",""
"110","BORGONUOVO","44.4910740744436","11.3499659191215","0",""
"111","STRADA MAGGIORE","44.4927036861207","11.3502593697618","0",""
"112","PIAZZA GALVANI","44.4921457058788","11.3432715957715","0",""
"113","GARGANELLI","44.4905552260707","11.3507342638836","0",""
"114","PIAZZA GALVANI","44.4920567709719","11.343355279763","0",""
"117","TORLEONE","44.4908901593476","11.3550403542152","0",""
"201","PIAZZA ALDROVANDI","44.4933830019462","11.3517259823771","0",""
"202","DUE TORRI","44.4945302108478","11.3478471115666","0",""
"204","SAN VITALE","44.4943144839795","11.3509749900367","0",""
"206","PORTA SAN VITALE","44.4941142547941","11.3553384040815","0",""
"208","PIAZZA DI PORTA RAVEGNANA","44.4944531368463","11.3466971056041","0",""
"210","CONSERVATORIO","44.4950851271655","11.3492081364196","0",""
"301","SFERISTERIO","44.5004490750246","11.3472066105227","0",""
"302","SFERISTERIO","44.5006911579879","11.3467344048929","0",""
"303","IRNERIO","44.4997927951625","11.3497879872702","0",""
"304","IRNERIO","44.4999964845405","11.3495414527393","0",""
"305","PORTA SAN DONATO","44.4984299931684","11.3551411701376","0",""
"306","PORTA SAN DONATO","44.4989178087137","11.353777958277","0",""
"331","RIGHI","44.4989834929829","11.3445982572087","0",""
"332","RIGHI","44.4991578970897","11.3444896907136","0",""
"333","OBERDAN","44.4983438142836","11.3463202289155","0",""
"334","MOLINE","44.4985288961188","11.3467600398671","0",""
"335","PIAZZA SAN MARTINO","44.4970296725949","11.3466920126074","0",""
"336","TEATRO COMUNALE","44.4965375555909","11.3501280776445","0",""
"339","TEATRO COMUNALE","44.4960902341736","11.3502374525403","0",""
"352","DON MINZONI - MAMBO","44.5029409507025","11.3365449651673","0",""
"353","BOVI CAMPEGGI QUESTURA","44.5053510265914","11.3353801502441","0",""
